icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,dep_max_gap_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_reach_p10,dep_reach_p25,dep_reach_p50,dep_reach_p75,dep_reach_p90,dep_continuity_p10,dep_continuity_p25,dep_continuity_p50,dep_continuity_p75,dep_continuity_p90,dep_signal_p10,dep_signal_p25,dep_signal_p50,dep_signal_p75,dep_signal_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,arr_max_gap_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_reach_p10,arr_reach_p25,arr_reach_p50,arr_reach_p75,arr_reach_p90,arr_continuity_p10,arr_continuity_p25,arr_continuity_p50,arr_continuity_p75,arr_continuity_p90,arr_signal_p10,arr_signal_p25,arr_signal_p50,arr_signal_p75,arr_signal_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon
LIMC,969.0,969.0,100.0,0.0,99.89680082559339,900.0,900.0,25.0,35.0,50.0,70.0,80.0,-0.10897435897435898,-0.08333333333333333,-0.05555555555555555,-0.03508771929824561,-0.022222222222222223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,80.0,98.14241486068111,0.0,91.0216718266254,8.875128998968009,0.10319917440660474,969.0,966.0,99.69040247678019,0.0,100.0,360.0,360.0,-55.0,-35.0,-10.0,10.0,37.5,-0.19444444444444445,-0.1,-0.027777777777777776,0.027777777777777776,0.09722222222222222,0.0,0.0,0.0,0.08333333333333333,0.14285714285714285,0.0,0.0,0.0,0.03571428571428571,0.0931712962962963,25.0,65.0,65.83850931677019,0.0,91.64086687306502,7.946336429308565,0.10319917440660474,100.0,apdf,969.0,99.8452012383901,0.0,Milan Malpensa International Airport,45.6306,8.72811
LIME,519.0,518.0,99.8073217726397,0.0,98.65125240847784,720.0,720.0,0.0,10.0,25.0,40.0,60.0,-0.08900793650793651,-0.057692307692307696,-0.03333333333333333,-0.013888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,91.89189189189189,0.0,94.99036608863199,4.431599229287091,0.3853564547206166,520.0,520.0,100.0,0.0,100.0,240.0,240.0,-70.0,-50.0,-30.0,-10.0,5.0,-0.3361111111111109,-0.20833333333333334,-0.10416666666666667,-0.03333333333333333,0.020833333333333332,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.028125000000000077,30.0,70.0,87.6923076923077,0.0,95.0,5.0,0.0,100.0,apdf,520.0,99.90366088631984,0.0,Il Caravaggio International Airport,45.669362,9.708851
LIMF,181.0,180.0,99.4475138121547,0.0,99.4475138121547,540.0,170.0,-716.5,-570.0,-485.0,-393.75,-315.0,0.625,0.8035714285714286,0.8888888888888888,1.031986531986532,1.3476851851851852,0.2727272727272727,0.3822115384615385,0.5,0.6428571428571429,0.7549999999999997,0.11880952380952381,0.18854166666666666,0.27904040404040403,0.3805555555555556,0.4726190476190476,485.0,716.4999999999999,1.1111111111111112,0.0,99.4475138121547,0.0,0.0,185.0,185.0,100.0,0.0,100.0,420.0,155.0,177.0,230.0,265.0,300.0,345.0,0.3720833333333334,0.4722222222222222,0.6458333333333334,0.9666666666666667,1.1166666666666667,0.3,0.4090909090909091,0.5625,0.75,0.875,0.09166666666666666,0.13541666666666666,0.19791666666666666,0.2708333333333333,0.3333333333333333,270.0,353.0,3.2432432432432434,0.0,98.37837837837837,1.0810810810810811,0.5405405405405406,100.0,apdf,185.0,99.72375690607734,0.23781975486913332,Turin Airport,45.200802,7.64963
LIMG,7.0,7.0,100.0,0.0,0.0,480.0,480.0,73.0,95.0,110.0,192.5,367.0000000000001,-0.7645833333333332,-0.40104166666666663,-0.22916666666666666,-0.19791666666666669,-0.15208333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,367.0000000000001,100.0,0.0,100.0,0.0,0.0,9.0,9.0,100.0,0.0,0.0,,,-200.6,-128.0,-95.0,-85.0,-82.39999999999999,,,,,,,,,,,,,,,,95.0,200.60000000000002,100.0,,100.0,0.0,0.0,0.0,nm_inferred,9.0,100.0,,Riviera Villanova d'Albenga International Airport,44.050598,8.12743
LIMJ,82.0,82.0,100.0,0.0,0.0,600.0,600.0,50.0,70.0,80.0,105.0,124.50000000000003,-0.20750000000000002,-0.175,-0.13333333333333333,-0.11875,-0.08399999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,124.50000000000003,100.0,0.0,97.5609756097561,2.4390243902439024,0.0,81.0,81.0,100.0,0.0,0.0,,,-102.0,-81.0,-45.0,-25.0,-5.0,,,,,,,,,,,,,,,,45.0,102.0,95.06172839506173,,100.0,0.0,0.0,0.0,nm_inferred,82.0,100.0,,Genoa Cristoforo Colombo Airport,44.412039,8.840732
LIML,497.0,492.0,98.99396378269617,0.0,100.0,840.0,840.0,10.0,25.0,40.0,55.0,65.0,-0.11666666666666667,-0.07222222222222222,-0.045454545454545456,-0.025,-0.011535303776683072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,65.0,97.15447154471545,0.0,97.58551307847083,1.0060362173038229,0.4024144869215292,486.0,476.0,97.94238683127573,0.0,100.0,300.0,235.0,-10.0,10.0,30.0,55.0,75.0,-0.048611111111111105,0.03333333333333333,0.11666666666666667,0.20208333333333334,0.2777777777777778,0.0,0.1,0.2,0.3,0.3333333333333333,0.0,0.05,0.125,0.2,0.25,40.0,105.0,19.327731092436974,0.21008403361344538,96.70781893004116,0.6172839506172839,0.6172839506172839,100.0,apdf,497.0,98.46817530698596,0.06154260956686622,Milano Linate Airport,45.445099,9.27674
LIMP,17.0,17.0,100.0,0.0,0.0,300.0,300.0,59.8,75.0,85.0,105.0,114.0,-0.38,-0.35,-0.2833333333333333,-0.25,-0.19933333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,114.0,100.0,0.0,100.0,0.0,0.0,17.0,17.0,100.0,0.0,0.0,,,-247.0,-195.0,-175.0,-125.0,-100.0,,,,,,,,,,,,,,,,175.0,247.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,17.0,100.0,,Parma Airport,44.826351,10.29705
LIMZ,11.0,10.0,90.9090909090909,0.0,0.0,480.0,480.0,19.9,26.0,45.0,53.75,441.4999999999987,-0.9197916666666666,-0.11197916666666666,-0.09375,-0.05416666666666667,-0.04145833333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,441.4999999999987,100.0,0.0,81.81818181818181,9.090909090909092,0.0,10.0,10.0,100.0,0.0,0.0,,,-93.2,-80.75,-60.0,-47.0,-44.5,,,,,,,,,,,,,,,,60.0,93.19999999999999,100.0,,100.0,0.0,0.0,0.0,nm_inferred,11.0,95.45454545454545,,Cuneo International Airport,44.547458,7.623045
LIPB,38.0,38.0,100.0,0.0,0.0,420.0,420.0,170.5,221.25,267.5,297.5,346.5,-0.825,-0.7083333333333334,-0.6369047619047619,-0.5267857142857143,-0.4059523809523808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267.5,346.5,100.0,0.0,100.0,0.0,0.0,38.0,38.0,100.0,0.0,0.0,,,-820.0999999999999,-488.75,-442.5,-355.0,-283.9999999999999,,,,,,,,,,,,,,,,442.5,820.1000000000017,100.0,,100.0,0.0,0.0,0.0,nm_inferred,38.0,100.0,,Bolzano Airport,46.459245,11.326125
LIPE,390.0,390.0,100.0,0.0,95.8974358974359,600.0,600.0,-6.0,24.25,54.0,139.0,355.0000000000002,-0.6074999999999999,-0.21916666666666668,-0.07378787878787879,-0.03270833333333333,0.006625000000000086,0.0,0.0,0.0,0.0,0.03357142857142863,0.0,0.0,0.0,0.0,0.012916666666666762,59.0,369.0,88.97435897435898,0.0,97.43589743589743,2.5641025641025643,0.0,392.0,392.0,100.0,0.0,96.1734693877551,229.0,240.0,-68.9,-46.0,-32.0,-21.75,-7.099999999999966,-0.4010035668943836,-0.2430939226519337,-0.1346153846153846,-0.08866995073891626,-0.04147657644099499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,70.0,93.62244897959184,0.0,97.95918367346938,2.0408163265306123,0.0,96.1734693877551,apdf,392.0,100.0,0.0,Bologna Guglielmo Marconi Airport,44.5354,11.2887
LIPH,86.0,86.0,100.0,0.0,0.0,600.0,600.0,7.5,20.0,32.5,55.0,70.0,-0.10416666666666667,-0.08333333333333333,-0.05,-0.03333333333333333,-0.009722222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.5,70.0,96.51162790697674,0.0,97.67441860465117,2.3255813953488373,0.0,85.0,85.0,100.0,0.0,0.0,,,-63.2,-40.0,-15.0,10.0,20.0,,,,,,,,,,,,,,,,20.0,64.60000000000001,72.94117647058823,,97.6470588235294,2.3529411764705883,0.0,0.0,nm_inferred,86.0,100.0,,Treviso Airport,45.648399,12.1944
LIPK,8.0,8.0,100.0,0.0,0.0,600.0,327.5,-3707.0,-1535.0,-410.0,-258.75,-219.0,0.365,0.43125,0.6833333333333333,2.5583333333333336,6.178333333333333,0.135,0.1875,0.25,0.4375,0.7749999999999999,0.07333333333333333,0.09583333333333334,0.13333333333333333,0.20625,0.305,410.0,3706.9999999999995,0.0,0.0,87.5,0.0,12.5,7.0,7.0,100.0,0.0,0.0,,,120.0,157.5,215.0,277.5,2969.0000000000023,,,,,,,,,,,,,,,,215.0,2969.0000000000023,0.0,,85.71428571428571,0.0,14.285714285714286,0.0,nm_inferred,8.0,100.0,,Forlì-Luigi Ridolfi International Airport,44.194801,12.0701
LIPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,,-525.0,-525.0,-525.0,-525.0,-525.0,,,,,,,,,,,,,,,,525.0,525.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Verona-Boscomantico Airfield,45.472,10.9279
LIPO,30.0,30.0,100.0,0.0,0.0,480.0,480.0,105.0,117.5,152.5,180.0,240.10000000000014,-0.5002083333333333,-0.375,-0.31770833333333337,-0.24479166666666669,-0.21875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.5,240.10000000000014,100.0,0.0,90.0,10.0,0.0,32.0,32.0,100.0,0.0,0.0,,,-415.0,-325.25,-240.5,-180.0,-145.1,,,,,,,,,,,,,,,,240.5,415.0000000000001,100.0,,96.875,0.0,3.125,0.0,nm_inferred,32.0,100.0,,Brescia Gabriele d'Annunzio Airport,45.428902,10.3306
LIPQ,64.0,64.0,100.0,0.0,0.0,600.0,200.0,-692.0,-560.0,-445.0,-340.0,-197.99999999999997,0.33,0.5666666666666667,0.7416666666666667,0.9333333333333333,1.1533333333333335,0.35,0.45,0.6,0.8625,0.95,0.27166666666666667,0.33958333333333335,0.44999999999999996,0.6020833333333333,0.6641666666666667,467.5,719.5000000000001,1.5625,0.0,98.4375,0.0,1.5625,62.0,62.0,100.0,0.0,0.0,,,124.60000000000001,168.0,220.0,253.75,299.0,,,,,,,,,,,,,,,,222.0,300.0,1.6129032258064515,,95.16129032258064,3.225806451612903,1.6129032258064515,0.0,nm_inferred,64.0,100.0,,Trieste Airport,45.827862,13.466672
LIPR,31.0,31.0,100.0,0.0,0.0,600.0,600.0,10.0,30.0,65.0,85.0,100.0,-0.16666666666666666,-0.14166666666666666,-0.10833333333333334,-0.05,-0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,100.0,90.3225806451613,0.0,90.3225806451613,9.67741935483871,0.0,27.0,27.0,100.0,0.0,0.0,,,-127.6,-75.0,-30.0,20.0,62.000000000000014,,,,,,,,,,,,,,,,55.0,127.6000000000001,70.37037037037037,,92.5925925925926,7.407407407407407,0.0,0.0,nm_inferred,31.0,100.0,,Federico Fellini International Airport,44.020024,12.612198
LIPV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,,-133.0,-133.0,-133.0,-133.0,-133.0,,,,,,,,,,,,,,,,133.0,133.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Venice-Lido Giovanni Nicelli Airfield,45.428779,12.388733
LIPX,165.0,165.0,100.0,0.0,0.0,900.0,900.0,65.0,80.0,100.0,125.0,147.99999999999997,-0.16666666666666666,-0.1388888888888889,-0.1111111111111111,-0.08888888888888889,-0.07222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,147.99999999999997,99.39393939393939,0.0,96.36363636363636,2.4242424242424243,1.2121212121212122,163.0,163.0,100.0,0.0,0.0,,,-234.0,-196.5,-163.0,-140.0,-120.0,,,,,,,,,,,,,,,,163.0,234.0,100.0,,97.54601226993866,1.8404907975460123,0.6134969325153374,0.0,nm_inferred,165.0,100.0,,Verona Villafranca Valerio Catullo Airport,45.394955,10.887303
LIPY,30.0,30.0,100.0,0.0,0.0,300.0,300.0,64.5,81.25,132.5,155.0,207.50000000000003,-0.6916666666666667,-0.5166666666666667,-0.44166666666666665,-0.2708333333333333,-0.215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132.5,207.50000000000003,100.0,0.0,96.66666666666667,3.3333333333333335,0.0,31.0,31.0,100.0,0.0,0.0,,,-185.0,-172.5,-130.0,-95.0,-50.0,,,,,,,,,,,,,,,,130.0,185.0,96.7741935483871,,100.0,0.0,0.0,0.0,nm_inferred,31.0,100.0,,Marche Airport,43.616299,13.3623
LIPZ,442.0,439.0,99.32126696832579,0.0,100.0,660.0,660.0,-15.0,0.0,25.0,40.0,60.0,-0.1111111111111111,-0.06060606060606061,-0.03333333333333333,-0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.0,0.0,0.027777777777777776,30.0,155.99999999999994,78.13211845102505,0.22779043280182232,94.34389140271493,4.751131221719457,0.22624434389140272,432.0,429.0,99.30555555555556,0.0,100.0,300.0,300.0,-20.0,0.0,15.0,35.0,60.0,-0.06666666666666667,0.0,0.041666666666666664,0.10185185185185185,0.16666666666666666,0.0,0.041666666666666664,0.1,0.16666666666666666,0.25,0.0,0.011111111111111112,0.05,0.1111111111111111,0.18111111111111108,20.0,134.99999999999972,31.7016317016317,0.0,95.37037037037037,3.935185185185185,0.0,100.0,apdf,442.0,99.31341126194067,0.02482835281548517,Venice Marco Polo Airport,45.505299,12.3519
LIQS,3.0,3.0,100.0,0.0,0.0,60.0,60.0,115.0,197.5,335.0,347.5,355.0,-5.916666666666667,-5.791666666666666,-5.583333333333333,-3.2916666666666665,-1.9166666666666665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,355.0,100.0,0.0,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,,-179.0,-162.5,-135.0,-112.5,-99.0,,,,,,,,,,,,,,,,135.0,179.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Siena-Ampugnano Airport,43.254942,11.255084
LIRA,150.0,150.0,100.0,0.0,99.33333333333333,660.0,660.0,-5.0,10.0,30.0,43.75,55.0,-0.10208333333333333,-0.06636904761904762,-0.045454545454545456,-0.015269886363636364,0.005243055555555554,0.0,0.0,0.0,0.0,0.031458333333333324,0.0,0.0,0.0,0.0,0.005243055555555554,30.0,55.0,89.33333333333333,0.0,98.66666666666667,1.3333333333333333,0.0,149.0,149.0,100.0,0.0,99.32885906040269,360.0,292.5,10.0,25.0,40.0,55.0,71.00000000000009,0.030208333333333337,0.06666666666666667,0.1111111111111111,0.16666666666666666,0.23333333333333334,0.08333333333333333,0.1,0.16666666666666666,0.21428571428571427,0.3,0.041666666666666664,0.07204861111111112,0.11666666666666667,0.16666666666666666,0.25,45.0,75.0,4.026845637583893,0.0,98.65771812080537,1.342281879194631,0.0,99.33333333333333,apdf,150.0,100.0,0.058333333333333334,Ciampino–G. B. Pastine International Airport,41.798769,12.595331
LIRF,1476.0,1473.0,99.79674796747967,0.0,99.45799457994579,1080.0,1080.0,-10.0,0.0,20.0,35.0,45.0,-0.049019607843137254,-0.030303030303030304,-0.015151515151515152,0.0,0.0075098814229248865,0.0,0.0,0.0,0.0,0.02631578947368421,0.0,0.0,0.0,0.0,0.0075098814229248865,20.0,45.0,82.82416836388323,0.0,94.24119241192412,5.420054200542006,0.13550135501355012,1457.0,1453.0,99.7254632807138,0.0,99.51956074124915,600.0,545.0,10.0,20.0,35.0,55.0,65.0,0.010990338164251209,0.03333333333333333,0.05952380952380952,0.09427083333333333,0.1388888888888889,0.039230769230769236,0.05555555555555555,0.09090909090909091,0.125,0.1875,0.020833333333333332,0.03928018575851393,0.06666666666666667,0.10185185185185185,0.1388888888888889,40.0,70.0,6.194081211286992,0.2074688796680498,95.19560741249143,4.323953328757721,0.2059025394646534,99.51956074124915,apdf,1476.0,99.76110562409673,0.03325370187469891,Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998
LIRI,23.0,23.0,100.0,0.0,0.0,420.0,420.0,165.0,182.5,195.0,237.5,287.0,-0.6833333333333332,-0.5654761904761905,-0.4642857142857143,-0.43452380952380953,-0.39285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,287.0,100.0,0.0,100.0,0.0,0.0,24.0,24.0,100.0,0.0,0.0,,,-592.0,-489.25,-377.0,-298.25,-229.5,,,,,,,,,,,,,,,,377.0,592.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,24.0,100.0,,Salerno Costa d'Amalfi Airport,40.620399,14.9113
LIRJ,4.0,4.0,100.0,0.0,0.0,60.0,60.0,140.5,156.25,167.5,173.75,180.5,-2.9833333333333334,-2.8333333333333335,-2.458333333333333,-1.6958333333333333,-0.8483333333333329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.5,180.5,100.0,0.0,100.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,,,-123.0,-120.0,-70.0,-55.0,-17.799999999999994,,,,,,,,,,,,,,,,70.0,123.0,80.0,,100.0,0.0,0.0,0.0,nm_inferred,5.0,100.0,,Marina di Campo Airport,42.760871,10.239811
LIRN,470.0,466.0,99.14893617021276,1.0,99.36170212765958,660.0,660.0,175.0,190.0,210.0,240.0,297.5,-0.6180952380952381,-0.4166666666666667,-0.31666666666666665,-0.24242424242424243,-0.19444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,302.5,99.35622317596567,0.21505376344086022,95.53191489361703,3.1914893617021276,0.425531914893617,467.0,465.0,99.57173447537473,0.0,99.78586723768737,240.0,240.0,-866.0,-695.0,-585.0,-510.0,-450.0,-4.408333333333333,-3.401041666666667,-2.638888888888889,-1.8333333333333333,-1.3452380952380953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,585.0,870.0,99.13978494623656,0.0,94.21841541755889,5.139186295503212,0.21413276231263384,99.78586723768737,apdf,470.0,99.36033532279374,0.0,Naples International Airport,40.886002,14.2908
LIRP,247.0,246.0,99.59514170040485,0.0,0.0,900.0,900.0,0.0,25.0,45.0,108.75,170.0,-0.23333333333333334,-0.12777777777777777,-0.058333333333333334,-0.027777777777777776,-0.0,0.0,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.0,0.0,0.002777777777777778,45.0,170.0,90.2439024390244,0.0,96.76113360323886,2.42914979757085,0.4048582995951417,250.0,249.0,99.6,0.0,0.0,,,-377.0,-265.0,-44.0,-29.0,-15.799999999999983,,,,,,,,,,,,,,,,45.0,381.2000000000004,98.79518072289157,,96.8,2.8,0.0,0.0,nm_inferred,250.0,99.59757085020243,,Pisa International Airport,43.683899,10.3927
LIRQ,214.0,213.0,99.53271028037383,0.0,0.0,1200.0,1200.0,135.0,155.0,180.0,205.0,235.0,-0.605,-0.19270833333333334,-0.15833333333333333,-0.13229166666666667,-0.11541666666666663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,235.0,100.0,0.0,97.19626168224299,1.4018691588785046,0.9345794392523364,207.0,206.0,99.51690821256038,0.0,0.0,,,-620.0,-425.0,-348.0,-201.25,-140.0,,,,,,,,,,,,,,,,348.0,620.0,100.0,,97.10144927536231,2.4154589371980677,0.0,0.0,nm_inferred,214.0,99.5248092464671,,"Florence Airport, Peretola",43.808558,11.202822
LIRS,8.0,8.0,100.0,0.0,0.0,600.0,227.5,-549.0,-491.25,-415.0,-278.75,-246.5,0.41083333333333333,0.46458333333333335,0.6916666666666667,0.81875,0.9149999999999999,0.4,0.4375,0.575,0.675,0.765,0.2725,0.33749999999999997,0.3625,0.4375,0.5075,415.0,549.0,0.0,0.0,100.0,0.0,0.0,8.0,8.0,100.0,0.0,0.0,,,151.0,205.0,242.5,296.25,518.9999999999999,,,,,,,,,,,,,,,,242.5,518.9999999999999,0.0,,87.5,0.0,12.5,0.0,nm_inferred,8.0,100.0,,Grosseto Corrado Baccarini Air Base / Grosseto Airport,42.759701,11.0719
LIRZ,35.0,35.0,100.0,0.0,0.0,240.0,45.0,-741.0,-670.0,-525.0,-300.0,-238.99999999999994,0.9958333333333333,1.25,2.1875,2.791666666666667,3.0875,0.5,0.75,0.875,1.0,1.0,0.36250000000000004,0.5104166666666667,0.7083333333333334,0.8020833333333333,0.8958333333333334,530.0,928.0000000000005,5.714285714285714,0.0,88.57142857142857,5.714285714285714,5.714285714285714,36.0,36.0,100.0,0.0,0.0,,,292.5,318.75,397.5,435.25,609.5,,,,,,,,,,,,,,,,401.5,740.0,2.7777777777777777,,94.44444444444444,0.0,5.555555555555555,0.0,nm_inferred,36.0,100.0,,Perugia San Francesco d'Assisi – Umbria International Airport,43.095901,12.5132
LJLJ,92.0,90.0,97.82608695652173,0.0,97.82608695652173,607.0,600.0,32.0,40.0,46.0,54.75,96.90000000000008,-0.20051671732522797,-0.10887356255268762,-0.07698612862547288,-0.05995820014752889,-0.04914324746291959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.5,108.00000000000026,98.88888888888889,0.0,90.21739130434783,7.608695652173913,0.0,92.0,90.0,97.82608695652173,0.0,98.91304347826086,204.0,210.0,-119.89999999999999,-67.5,-35.5,-22.5,-14.899999999999991,-0.690056829017125,-0.3408360128617363,-0.19246861924686193,-0.10687022900763359,-0.06136078936078935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,119.90000000000008,96.66666666666667,0.0,94.56521739130434,3.260869565217391,0.0,98.91304347826086,apdf,92.0,97.82608695652173,0.0,Ljubljana Jože Pučnik Airport,46.223701,14.4576
LJMB,1.0,1.0,100.0,0.0,0.0,300.0,300.0,90.0,90.0,90.0,90.0,90.0,-0.3,-0.3,-0.3,-0.3,-0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,90.0,100.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Maribor Edvard Rusjan Airport,46.4799,15.6861
LJPZ,3.0,3.0,100.0,0.0,0.0,300.0,300.0,-25.0,-10.0,15.0,40.0,55.0,-0.18333333333333335,-0.13333333333333336,-0.05,0.033333333333333326,0.08333333333333334,0.0,0.0,0.0,0.1,0.16000000000000003,0.0,0.0,0.0,0.058333333333333334,0.09333333333333334,35.0,59.0,66.66666666666667,0.0,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,,-131.2,-112.0,-80.0,-44.0,-22.4,,,,,,,,,,,,,,,,80.0,131.2,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Portorož Airport,45.47201,13.615951
LKCS,5.0,5.0,100.0,0.0,0.0,300.0,65.0,-439.0,-355.0,-350.0,-230.0,763.0000000000001,-0.5183823529411764,0.4852941176470588,0.7666666666666667,1.1666666666666667,1.1766666666666667,0.62,0.8,0.9,0.95,0.98,0.47705882352941176,0.575,0.5833333333333334,0.7166666666666667,0.7666666666666667,355.0,1053.0,20.0,0.0,80.0,0.0,20.0,5.0,5.0,100.0,0.0,0.0,,,-2852.0,199.0,246.0,260.0,297.8,,,,,,,,,,,,,,,,260.0,3060.8,20.0,,80.0,20.0,0.0,0.0,nm_inferred,5.0,100.0,,České Budějovice South Bohemian Airport,48.948171,14.42832
LKHS,1.0,1.0,100.0,0.0,0.0,300.0,140.0,-320.0,-320.0,-320.0,-320.0,-320.0,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,1.0666666666666667,0.6,0.6,0.6,0.6,0.6,0.45,0.45,0.45,0.45,0.45,320.0,320.0,0.0,0.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Hosín Airfield,49.040001,14.495
LKKB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,,-1108.0,-1108.0,-1108.0,-1108.0,-1108.0,,,,,,,,,,,,,,,,1108.0,1108.0,100.0,,0.0,0.0,100.0,0.0,nm_inferred,1.0,100.0,,Prague–Kbely Air Base,50.121399,14.5436
LKKV,3.0,3.0,100.0,0.0,0.0,300.0,300.0,44.0,50.0,60.0,87.5,104.0,-0.3466666666666667,-0.2916666666666667,-0.2,-0.16666666666666669,-0.14666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,104.0,100.0,0.0,66.66666666666667,33.333333333333336,0.0,2.0,2.0,100.0,0.0,0.0,,,-167.2,-155.5,-136.0,-116.5,-104.8,,,,,,,,,,,,,,,,136.0,167.2,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Karlovy Vary Airport,50.202999,12.915
LKMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,,23.0,23.0,23.0,23.0,23.0,,,,,,,,,,,,,,,,23.0,23.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Mladá Boleslav Airfield,50.3983,14.8983
LKMH,2.0,2.0,100.0,0.0,0.0,600.0,600.0,40.5,41.25,42.5,43.75,44.5,-0.07416666666666666,-0.07291666666666666,-0.07083333333333333,-0.06875,-0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,44.5,100.0,0.0,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,,72.0,72.0,72.0,72.0,72.0,,,,,,,,,,,,,,,,72.0,72.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Mnichovo Hradiště Airport,50.540199,15.0066
