icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_capture_p10,dep_capture_p25,dep_capture_p50,dep_capture_p75,dep_capture_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_capture_p10,arr_capture_p25,arr_capture_p50,arr_capture_p75,arr_capture_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon
EGPE,51.0,48.0,94.11764705882354,0.0,0.0,600.0,34.0,47.75,69.0,94.0,99.0,,,,,,69.0,99.0,95.83333333333333,,92.15686274509804,1.9607843137254901,0.0,49.0,47.0,95.91836734693878,0.0,0.0,,40.800000000000075,138.5,177.0,186.5,202.79999999999998,,,,,,178.0,234.19999999999993,10.638297872340425,,93.87755102040816,2.0408163265306123,0.0,0.0,nm_inferred,51.0,95.01800720288117,,Inverness Airport,57.5425,-4.0475
EGPF,343.0,339.0,98.83381924198251,0.0,5.539358600583091,600.0,24.0,31.5,49.0,59.0,69.0,0.0,0.0,0.0,0.0,0.0,49.0,69.0,100.0,0.0,90.96209912536443,7.580174927113703,0.2915451895043732,333.0,330.0,99.09909909909909,0.0,4.504504504504505,240.0,222.7,253.0,274.0,286.0,295.1,0.6224444444444445,0.8277777777777777,1.0,1.0,1.0,274.5,296.0,1.8181818181818181,66.66666666666667,94.89489489489489,4.2042042042042045,0.0,5.539358600583091,nm_inferred,343.0,98.9664591705408,0.494832295852704,Glasgow Airport,55.871899,-4.43306
EGPH,575.0,575.0,100.0,0.0,100.0,736.0,-1238.0,-851.0,-651.0,-516.0,-331.99999999999966,0.49473724847616557,0.8148020978210477,0.903183023872679,0.9559880797168934,1.0,661.0,1289.0,2.9565217391304346,27.304347826086957,93.21739130434783,5.739130434782608,1.0434782608695652,571.0,570.0,99.82486865148861,0.0,99.82486865148861,405.5,522.8,594.0,670.0,806.0,1240.2,1.0,1.0,1.0,1.0,1.0,672.5,1426.6000000000001,0.8771929824561403,94.02460456942003,94.04553415061297,4.728546409807356,1.0507880910683012,100.0,apdf,575.0,99.9124343257443,0.9507582444127525,Edinburgh Airport,55.950145,-3.372288
EGPI,8.0,8.0,100.0,0.0,0.0,600.0,322.0,427.75,441.5,544.0,631.0,,,,,,441.5,631.0,100.0,,100.0,0.0,0.0,8.0,8.0,100.0,0.0,0.0,,-380.2,-329.5,-256.5,-232.75,-163.3,,,,,,256.5,380.2,100.0,,100.0,0.0,0.0,0.0,nm_inferred,8.0,100.0,,Islay Airport,55.682708,-6.257525
EGPK,29.0,29.0,100.0,0.0,0.0,900.0,-6.999999999999998,4.0,14.0,39.0,58.999999999999986,,,,,,16.0,58.999999999999986,79.3103448275862,,86.20689655172414,13.793103448275861,0.0,29.0,29.0,100.0,0.0,0.0,,76.40000000000002,236.0,249.0,256.0,261.2,,,,,,249.0,261.2,3.4482758620689653,,86.20689655172414,13.793103448275861,0.0,0.0,nm_inferred,29.0,100.0,,Glasgow Prestwick Airport,55.501499,-4.577182
EGPL,7.0,4.0,57.142857142857146,0.0,0.0,600.0,428.0,441.5,471.5,702.75,1078.5000000000002,,,,,,471.5,1078.5000000000002,100.0,,57.142857142857146,0.0,0.0,7.0,4.0,57.142857142857146,0.0,0.0,,-724.1,-623.75,-528.0,-486.25,-483.1,,,,,,528.0,724.1,100.0,,57.142857142857146,0.0,0.0,0.0,nm_inferred,7.0,57.142857142857146,,Benbecula Airport,57.481098,-7.36278
EGPN,11.0,11.0,100.0,0.0,0.0,600.0,-11.0,21.5,39.0,41.5,59.0,,,,,,39.0,59.0,81.81818181818181,,90.9090909090909,0.0,9.090909090909092,11.0,11.0,100.0,0.0,0.0,,136.0,151.5,160.0,177.5,185.0,,,,,,171.0,191.0,9.090909090909092,,100.0,0.0,0.0,0.0,nm_inferred,11.0,100.0,,Dundee Airport,56.452499,-3.02583
EGPO,22.0,18.0,81.81818181818181,0.0,0.0,600.0,412.5,440.25,471.5,572.75,690.5,,,,,,471.5,690.5,100.0,,81.81818181818181,0.0,0.0,23.0,18.0,78.26086956521739,0.0,0.0,,-789.2,-676.0,-538.0,-422.5,-385.59999999999997,,,,,,538.0,789.2,100.0,,78.26086956521739,0.0,0.0,0.0,nm_inferred,23.0,80.0395256916996,,Stornoway Airport,58.215599,-6.33111
EGPR,8.0,7.0,87.5,0.0,0.0,600.0,1727.0,1824.0,1844.0,1964.0,2073.0,,,,,,1844.0,2073.0,100.0,,87.5,0.0,0.0,7.0,7.0,100.0,0.0,0.0,,-1824.6,-1736.5,-1631.0,-1591.0,-1548.0,,,,,,1631.0,1824.6000000000001,100.0,,100.0,0.0,0.0,0.0,nm_inferred,8.0,93.75,,Barra Airport,57.0228,-7.44306
EGPU,6.0,6.0,100.0,0.0,0.0,600.0,1331.5,1401.5,1554.0,1717.75,1756.5,,,,,,1554.0,1756.5,100.0,,83.33333333333333,16.666666666666668,0.0,6.0,6.0,100.0,0.0,0.0,,-1471.5,-1394.0,-1241.5,-1052.25,-823.0,,,,,,1241.5,1471.5,100.0,,100.0,0.0,0.0,0.0,nm_inferred,6.0,100.0,,Tiree Airport,56.499199,-6.86917
EGSC,1.0,1.0,100.0,0.0,0.0,600.0,84.0,84.0,84.0,84.0,84.0,,,,,,84.0,84.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,244.0,244.0,244.0,244.0,244.0,,,,,,244.0,244.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Cambridge City Airport,52.205002,0.175
EGSH,25.0,25.0,100.0,0.0,0.0,600.0,-19.4,-1.0,9.0,24.0,147.0,,,,,,17.0,147.0,64.0,,100.0,0.0,0.0,25.0,25.0,100.0,0.0,0.0,,268.4,296.0,347.0,494.0,559.0000000000001,,,,,,347.0,559.0000000000001,0.0,,100.0,0.0,0.0,0.0,nm_inferred,25.0,100.0,,Norwich Airport,52.6758,1.28278
EGSS,879.0,877.0,99.77246871444824,0.0,100.0,720.0,19.0,24.0,44.0,59.0,64.0,0.0,0.0,0.0,0.0,0.0,44.0,64.0,99.77194982896238,0.0,94.88054607508532,4.664391353811149,0.22753128555176336,871.0,865.0,99.31113662456946,0.0,99.88518943742825,420.0,239.0,290.0,309.0,327.0,337.0,0.3873846153846154,0.6203703703703703,0.7583333333333333,0.8666666666666667,0.98,311.0,339.0,3.2369942196531793,13.526011560693641,93.22617680826636,5.855338691159587,0.2296211251435132,100.0,apdf,879.0,99.54180266950885,0.3774293351218877,London Stansted Airport,51.884998,0.235
EGSY,1.0,1.0,100.0,0.0,0.0,600.0,54.0,54.0,54.0,54.0,54.0,,,,,,54.0,54.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,,,
EGTE,36.0,34.0,94.44444444444444,0.0,0.0,600.0,30.6,66.5,109.0,149.0,234.5,,,,,,109.0,234.5,97.05882352941177,,86.11111111111111,8.333333333333334,0.0,36.0,34.0,94.44444444444444,0.0,0.0,,-76.49999999999999,148.25,181.0,202.75,215.1,,,,,,182.0,220.9,20.58823529411765,,91.66666666666667,2.7777777777777777,0.0,0.0,nm_inferred,36.0,94.44444444444444,,Exeter International Airport,50.734261,-3.413984
EGTF,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,234.0,234.0,234.0,234.0,234.0,,,,,,234.0,234.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Fairoaks Airport,51.348099,-0.558889
EGTK,19.0,19.0,100.0,0.0,0.0,600.0,38.0,46.5,59.0,86.5,95.0,,,,,,59.0,95.0,94.73684210526316,,89.47368421052632,0.0,10.526315789473685,16.0,16.0,100.0,0.0,0.0,,171.0,227.0,237.0,250.75,270.5,,,,,,237.0,270.5,0.0,,93.75,0.0,6.25,0.0,nm_inferred,19.0,100.0,,London Oxford Airport,51.836899,-1.32
EGUB,1.0,1.0,100.0,0.0,0.0,600.0,94.0,94.0,94.0,94.0,94.0,,,,,,94.0,94.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,255.0,255.0,255.0,255.0,255.0,,,,,,255.0,255.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,RAF Benson,51.614366,-1.095991
EGVN,3.0,3.0,100.0,0.0,0.0,600.0,47.0,51.5,59.0,59.0,59.0,,,,,,59.0,59.0,100.0,,100.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,,190.2,216.0,287.0,291.0,300.0,,,,,,287.0,300.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,5.0,100.0,,RAF Brize Norton,51.75,-1.58362
EGWC,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,196.0,196.0,196.0,196.0,196.0,,,,,,196.0,196.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,RAF Cosford,52.640524,-2.305326
EGWU,32.0,32.0,100.0,0.0,0.0,600.0,29.5,39.0,54.0,70.25,84.0,,,,,,54.0,84.0,100.0,,96.875,0.0,3.125,27.0,27.0,100.0,0.0,0.0,,388.20000000000005,465.5,507.0,671.5,1403.0,,,,,,507.0,1403.0,0.0,,92.5925925925926,7.407407407407407,0.0,0.0,nm_inferred,32.0,100.0,,RAF Northolt,51.553001,-0.418167
EHAK,1.0,1.0,100.0,0.0,0.0,60.0,2962.0,2962.0,2962.0,2962.0,2962.0,,,,,,2962.0,2962.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,A12-CPP Platform Helipad,55.399167,3.810278
EHAM,2112.0,2111.0,99.95265151515152,0.0,2.367424242424242,720.0,-906.0,-561.0,-216.0,-21.0,14.0,0.010382474724683123,0.03859649122807018,0.2878787878787879,1.0,1.0,231.0,954.0,17.906205589767882,38.775510204081634,91.09848484848484,8.475378787878787,0.3787878787878788,2073.0,2073.0,100.0,0.0,2.41196333815726,239.0,420.0,579.0,794.0,936.0,1113.0,1.0,1.0,1.0,1.0,1.0,804.0,1155.0,2.2190062711046794,98.0,92.47467438494935,7.13941148094549,0.3859141341051616,2.41196333815726,nm_inferred,2112.0,99.97632575757575,0.6437869461662075,Amsterdam Airport Schiphol,52.308601,4.76389
EHBK,24.0,21.0,87.5,0.0,0.0,600.0,-11.0,-6.0,4.0,19.0,34.0,,,,,,14.0,596.0,57.142857142857146,,75.0,8.333333333333334,4.166666666666667,24.0,21.0,87.5,0.0,0.0,,289.0,362.0,547.0,624.0,679.0,,,,,,547.0,679.0,0.0,,79.16666666666667,4.166666666666667,4.166666666666667,0.0,nm_inferred,24.0,87.5,,Maastricht Aachen Airport,50.911087,5.769401
EHDV,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,-2138.0,-2138.0,-2138.0,-2138.0,-2138.0,,,,,,2138.0,2138.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,D15-FA-1 Heliport,54.32472,2.93417
EHEH,191.0,191.0,100.0,0.0,0.0,600.0,-971.0,-598.5,-436.0,-233.5,-101.0,,,,,,451.0,1744.0,2.6178010471204187,,92.67015706806282,3.141361256544503,4.18848167539267,190.0,190.0,100.0,0.0,0.0,,547.6,585.0,637.0,701.5,1186.5,,,,,,640.5,1649.799999999998,1.5789473684210527,,93.6842105263158,1.5789473684210527,4.7368421052631575,0.0,nm_inferred,191.0,100.0,,Eindhoven Airport,51.4500999451,5.37452983856
EHER,1.0,1.0,100.0,0.0,0.0,60.0,2457.0,2457.0,2457.0,2457.0,2457.0,,,,,,2457.0,2457.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,,,
EHFB,2.0,2.0,100.0,0.0,0.0,60.0,2129.2,2140.0,2158.0,2176.0,2186.8,,,,,,2158.0,2186.8,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,-2085.6,-2005.5,-1872.0,-1708.0,-1609.6,,,,,,1872.0,2085.6,100.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,F2-A,54.94444,4.5725
EHFD,1.0,1.0,100.0,0.0,0.0,60.0,2218.0,2218.0,2218.0,2218.0,2218.0,,,,,,2218.0,2218.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,-1439.0,-1439.0,-1439.0,-1439.0,-1439.0,,,,,,1439.0,1439.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,F3-FB-1,54.85306,4.69472
EHFR,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,-567.0,-567.0,-567.0,-567.0,-567.0,,,,,,567.0,567.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,L5-FA-1,53.81083,4.35111
EHFT,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,-59.0,-59.0,-59.0,-59.0,-59.0,,,,,,59.0,59.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,L5-D,53.81806,4.51278
EHGG,10.0,10.0,100.0,0.0,0.0,600.0,-732.5,-368.5,-136.0,-58.5,153.9999999999995,,,,,,201.0,1384.3,20.0,,90.0,10.0,0.0,10.0,10.0,100.0,0.0,0.0,,424.1,469.0,601.5,674.25,715.3,,,,,,601.5,715.3,0.0,,100.0,0.0,0.0,0.0,nm_inferred,10.0,100.0,,Groningen Airport Eelde,53.119107,6.577652
EHGN,1.0,1.0,100.0,0.0,0.0,60.0,1536.0,1536.0,1536.0,1536.0,1536.0,,,,,,1536.0,1536.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,G14-A,54.22389,5.49861
EHGP,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,-441.0,-441.0,-441.0,-441.0,-441.0,,,,,,441.0,441.0,100.0,,0.0,0.0,100.0,0.0,nm_inferred,1.0,100.0,,,,
EHGQ,2.0,2.0,100.0,0.0,0.0,60.0,991.9,1045.75,1135.5,1225.25,1279.1,,,,,,1135.5,1279.1,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,-247.0,-247.0,-247.0,-247.0,-247.0,,,,,,247.0,247.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,G17D-A,54.04917,5.43194
EHJA,6.0,6.0,100.0,0.0,0.0,60.0,1274.0,1334.75,1353.5,1472.0,1822.5,,,,,,1353.5,1822.5,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,-1632.6,-1551.0,-1415.0,-1336.5,-1289.4,,,,,,1415.0,1632.6,100.0,,100.0,0.0,0.0,0.0,nm_inferred,6.0,100.0,,J6-A Heliport,53.82333,2.94389
EHJC,1.0,1.0,100.0,0.0,0.0,60.0,1047.0,1047.0,1047.0,1047.0,1047.0,,,,,,1047.0,1047.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,K2B-A Heliport,53.94861,3.66222
EHJR,1.0,1.0,100.0,0.0,0.0,60.0,1187.0,1187.0,1187.0,1187.0,1187.0,,,,,,1187.0,1187.0,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-937.0,-928.0,-913.0,-898.0,-889.0,,,,,,913.0,937.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,K13-A Heliport,53.217222,3.218889
EHKD,50.0,49.0,98.0,0.0,0.0,600.0,-16.0,-1.0,9.0,17.0,25.200000000000003,,,,,,14.0,26.80000000000001,71.42857142857143,,80.0,0.0,18.0,48.0,47.0,97.91666666666667,0.0,0.0,,263.4,278.5,292.0,321.0,340.59999999999997,,,,,,292.0,340.59999999999997,0.0,,75.0,2.0833333333333335,20.833333333333332,0.0,nm_inferred,50.0,97.95833333333334,,De Kooy Airfield / Den Helder Naval Air Station,52.923401,4.78062
EHKE,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,-574.0,-574.0,-574.0,-574.0,-574.0,,,,,,574.0,574.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,K6-PC Heliport,53.69833,3.86889
EHKJ,2.0,2.0,100.0,0.0,0.0,60.0,836.1,930.75,1088.5,1246.25,1340.9,,,,,,1088.5,1340.9,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,-973.4,-893.0,-759.0,-625.0,-544.6,,,,,,759.0,973.4,100.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,L4-A Heliport,53.72444,4.0975
EHKS,1.0,1.0,100.0,0.0,0.0,60.0,239.0,239.0,239.0,239.0,239.0,,,,,,239.0,239.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,K15-FB-1 Heliport,53.27556,3.87167
EHKV,1.0,1.0,100.0,0.0,0.0,60.0,-1962.0,-1962.0,-1962.0,-1962.0,-1962.0,,,,,,1962.0,1962.0,0.0,,0.0,0.0,100.0,2.0,2.0,100.0,0.0,0.0,,169.0,506.5,1069.0,1631.5,1969.0,,,,,,1125.0,1980.2,50.0,,50.0,0.0,50.0,0.0,nm_inferred,2.0,100.0,,K14-FA-1C Heliport,53.26861,3.62639
EHLE,1.0,1.0,100.0,0.0,0.0,600.0,-66.0,-66.0,-66.0,-66.0,-66.0,,,,,,66.0,66.0,0.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,337.0,337.0,337.0,337.0,337.0,,,,,,337.0,337.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Lelystad Airport,52.453188,5.514622
EHLI,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,-153.0,-153.0,-153.0,-153.0,-153.0,,,,,,153.0,153.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,L10-E Heliport,53.43167,4.23556
EHLL,2.0,2.0,100.0,0.0,0.0,60.0,482.90000000000003,991.25,1838.5,2685.75,3194.1,,,,,,1838.5,3194.1,100.0,,100.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,,-41.0,-23.0,22.5,80.5,121.00000000000001,,,,,,55.5,121.00000000000001,50.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,100.0,,L10-A Heliport,53.40333,4.20056
EHPG,1.0,1.0,100.0,0.0,0.0,60.0,-1426.0,-1426.0,-1426.0,-1426.0,-1426.0,,,,,,1426.0,1426.0,0.0,,0.0,0.0,100.0,2.0,2.0,100.0,0.0,0.0,,2349.1,2388.25,2453.5,2518.75,2557.9,,,,,,2453.5,2557.9,0.0,,0.0,0.0,100.0,0.0,nm_inferred,2.0,100.0,,P11-B (De Ruyter) Heliport,52.35998,3.34192
EHPK,2.0,2.0,100.0,0.0,0.0,60.0,-3436.0,-3233.5,-2896.0,-2558.5,-2356.0,,,,,,2896.0,3436.0,0.0,,0.0,0.0,100.0,1.0,1.0,100.0,0.0,0.0,,2565.0,2565.0,2565.0,2565.0,2565.0,,,,,,2565.0,2565.0,0.0,,0.0,0.0,100.0,0.0,nm_inferred,2.0,100.0,,P15-ACD (Rijn-C) Heliport,52.29028,3.81611
EHQM,1.0,1.0,100.0,0.0,0.0,60.0,-176.0,-176.0,-176.0,-176.0,-176.0,,,,,,176.0,176.0,0.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Q1-D Heliport,52.87222,4.17139
EHRD,99.0,99.0,100.0,0.0,0.0,600.0,-1486.0,-858.5,-621.0,-460.0,-291.9999999999999,,,,,,621.0,1971.800000000001,5.05050505050505,,94.94949494949495,3.0303030303030303,2.0202020202020203,100.0,100.0,100.0,0.0,0.0,,375.5,491.5,529.0,592.25,905.1000000000008,,,,,,529.0,905.1000000000008,0.0,,95.0,3.0,2.0,0.0,nm_inferred,100.0,100.0,,Rotterdam The Hague Airport,51.956902,4.43722
EHTW,1.0,1.0,100.0,0.0,0.0,600.0,64.0,64.0,64.0,64.0,64.0,,,,,,64.0,64.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,285.0,285.0,285.0,285.0,285.0,,,,,,285.0,285.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Twente Airport,52.275833,6.889167
EICK,119.0,119.0,100.0,0.0,100.0,540.0,-932.0,-736.0,-616.0,-538.5,-450.0,0.9513333333333334,0.9921296296296296,1.0,1.0,1.0,616.0,932.0,0.8403361344537815,90.75630252100841,94.95798319327731,3.361344537815126,1.680672268907563,119.0,119.0,100.0,0.0,99.15966386554622,120.0,433.6,479.0,513.0,645.5,2027.0,1.0,1.0,1.0,1.0,1.0,513.0,2027.0,0.0,100.0,95.7983193277311,2.5210084033613445,1.680672268907563,100.0,apdf,119.0,100.0,1.0,Cork International Airport,51.841301,-8.49111
EIDL,7.0,7.0,100.0,0.0,0.0,600.0,63.0,81.5,119.0,141.5,167.0,,,,,,119.0,167.0,100.0,,100.0,0.0,0.0,7.0,7.0,100.0,0.0,0.0,,-4.599999999999996,39.5,71.0,87.5,103.8,,,,,,71.0,103.8,14.285714285714286,,100.0,0.0,0.0,0.0,nm_inferred,7.0,100.0,,Donegal Airport,55.0442008972168,-8.340999603271484
EIDW,1178.0,1172.0,99.49066213921901,0.0,100.0,830.0,-1456.7,-1128.5,-867.5,-678.75,-532.0,0.849261272924077,0.9631307369001867,1.0,1.0,1.0,874.0,1490.2000000000007,1.1945392491467577,77.90102389078498,94.31239388794567,4.499151103565365,0.6791171477079796,1157.0,1152.0,99.56784788245463,0.0,99.82713915298184,415.0,585.0,656.0,727.0,834.25,1136.5000000000005,1.0,1.0,1.0,1.0,1.0,732.0,1195.4000000000005,0.9548611111111112,97.3913043478261,94.46845289541919,4.407951598962835,0.6914433880726015,100.0,apdf,1178.0,99.52925501083682,0.9952925501083683,Dublin Airport,53.428713,-6.262121
EIKN,31.0,31.0,100.0,0.0,0.0,600.0,-1726.0,-721.0,-481.0,-398.5,-211.0,,,,,,481.0,1726.0,0.0,,96.7741935483871,3.225806451612903,0.0,30.0,30.0,100.0,0.0,0.0,,368.5,588.5,651.0,2031.5,2176.7000000000003,,,,,,651.0,2176.7000000000003,0.0,,100.0,0.0,0.0,0.0,nm_inferred,31.0,100.0,,Ireland West Airport Knock,53.910439,-8.817002
EIKY,22.0,22.0,100.0,0.0,0.0,720.0,9.0,19.0,41.5,54.0,59.0,,,,,,41.5,59.0,95.45454545454545,,100.0,0.0,0.0,21.0,21.0,100.0,0.0,0.0,,243.0,260.0,265.0,272.0,278.0,,,,,,265.0,278.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,22.0,100.0,,Kerry Airport,52.180901,-9.52378
EINN,90.0,90.0,100.0,0.0,0.0,600.0,58.9,69.0,84.0,104.0,119.0,,,,,,84.0,119.0,100.0,,95.55555555555556,4.444444444444445,0.0,82.0,82.0,100.0,0.0,0.0,,137.1,158.0,168.5,177.0,188.8,,,,,,169.0,189.9,6.097560975609756,,97.5609756097561,2.4390243902439024,0.0,0.0,nm_inferred,90.0,100.0,,Shannon Airport,52.702,-8.92482
EIWF,2.0,2.0,100.0,0.0,0.0,300.0,40.0,41.5,44.0,46.5,48.0,,,,,,44.0,48.0,100.0,,50.0,50.0,0.0,1.0,1.0,100.0,0.0,0.0,,241.0,241.0,241.0,241.0,241.0,,,,,,241.0,241.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Waterford Airport,52.187199,-7.08696
EIWT,1.0,1.0,100.0,0.0,0.0,300.0,-61.0,-61.0,-61.0,-61.0,-61.0,,,,,,61.0,61.0,0.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,437.0,437.0,437.0,437.0,437.0,,,,,,437.0,437.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Weston Airport,53.351622,-6.490357
EKAH,32.0,32.0,100.0,0.0,0.0,600.0,73.1,79.0,101.5,123.5,148.00000000000003,,,,,,101.5,148.00000000000003,100.0,,96.875,3.125,0.0,33.0,33.0,100.0,0.0,0.0,,71.8,80.0,112.0,128.0,140.8,,,,,,114.0,151.60000000000002,3.0303030303030303,,96.96969696969697,3.0303030303030303,0.0,0.0,nm_inferred,33.0,100.0,,Aarhus Airport,56.303331,10.618286
EKAR,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,-3886.0,-3886.0,-3886.0,-3886.0,-3886.0,,,,,,3886.0,3886.0,100.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,South (Syd) Arne Helideck,56.08028,4.230389
EKBI,151.0,150.0,99.33774834437087,0.0,0.0,600.0,14.0,24.0,39.0,52.75,64.0,,,,,,39.0,64.0,100.0,,90.06622516556291,9.271523178807946,0.0,154.0,154.0,100.0,0.0,0.0,,223.70000000000002,254.0,269.5,280.0,286.70000000000005,,,,,,271.0,287.0,2.5974025974025974,,91.55844155844156,8.441558441558442,0.0,0.0,nm_inferred,154.0,99.66887417218544,,Billund Airport,55.740335,9.157019
EKCH,1136.0,1130.0,99.47183098591549,0.0,100.0,648.0,28.0,31.0,35.0,43.0,55.0,0.0,0.0,0.0,0.0,0.0,35.0,55.0,100.0,0.0,89.70070422535211,9.066901408450704,0.704225352112676,1138.0,1124.0,98.76977152899825,0.0,100.0,318.0,234.0,261.0,265.0,269.0,273.0,0.4820650510558972,0.6785714285714286,0.8142414860681114,0.946114263729922,1.0,265.0,274.0,2.9359430604982206,24.02135231316726,90.77328646748681,7.293497363796134,0.70298769771529,100.0,apdf,1138.0,99.12080125745686,0.403541342580668,Copenhagen Kastrup Airport,55.617900848389,12.656000137329
EKDF,4.0,4.0,100.0,0.0,0.0,120.0,1980.0,1989.0,2081.5,2174.0,2183.0,,,,,,2081.5,2183.0,100.0,,100.0,0.0,0.0,5.0,5.0,100.0,0.0,0.0,,-2790.6,-2763.0,-2614.0,-2260.0,-2178.4,,,,,,2614.0,2790.6,100.0,,100.0,0.0,0.0,0.0,nm_inferred,5.0,100.0,,Dan F Helideck,55.47809982299805,5.105527877807617
EKEB,16.0,13.0,81.25,0.0,0.0,300.0,35.0,59.0,69.0,99.0,99.0,,,,,,69.0,99.0,100.0,,81.25,0.0,0.0,15.0,13.0,86.66666666666667,0.0,0.0,,-67.79999999999998,-5.0,210.0,251.0,282.40000000000003,,,,,,210.0,282.40000000000003,30.76923076923077,,86.66666666666667,0.0,0.0,0.0,nm_inferred,16.0,83.95833333333334,,Esbjerg Airport,55.525902,8.5534
EKGC,1.0,1.0,100.0,0.0,0.0,120.0,2164.0,2164.0,2164.0,2164.0,2164.0,,,,,,2164.0,2164.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Gorm C Helideck,55.57984924316406,4.758889198303223
