icao,n_gt_dep,n_detected_dep,detection_pct_dep,n_capture_excluded_dep,measured_pct_dep,taxi_out_median_s,off_s_p10,off_s_p25,off_s_p50,off_s_p75,off_s_p90,dep_capture_p10,dep_capture_p25,dep_capture_p50,dep_capture_p75,dep_capture_p90,off_abs_p50,off_abs_p90,dep_no_ground_pct,dep_full_capture_pct,clean_pct_dep,fragmented_pct_dep,merged_pct_dep,n_gt_arr,n_detected_arr,detection_pct_arr,n_capture_excluded_arr,measured_pct_arr,taxi_in_median_s,land_s_p10,land_s_p25,land_s_p50,land_s_p75,land_s_p90,arr_capture_p10,arr_capture_p25,arr_capture_p50,arr_capture_p75,arr_capture_p90,land_abs_p50,land_abs_p90,arr_no_ground_pct,arr_full_capture_pct,clean_pct_arr,fragmented_pct_arr,merged_pct_arr,measured_pct,t_source,n_gt,detection_pct,coverage_index,name,lat,lon
EBLG,128.0,128.0,100.0,0.0,0.0,900.0,34.0,44.0,59.0,79.0,90.49999999999999,,,,,,59.0,90.49999999999999,100.0,,75.0,25.0,0.0,117.0,116.0,99.14529914529915,0.0,0.0,,239.0,282.0,296.0,312.25,321.0,,,,,,299.0,327.0,3.4482758620689653,,65.8119658119658,33.333333333333336,0.0,0.0,nm_inferred,128.0,99.57264957264957,,Liège Airport,50.638574,5.443897
EBMB,1.0,1.0,100.0,0.0,0.0,360.0,-7241.0,-7241.0,-7241.0,-7241.0,-7241.0,,,,,,7241.0,7241.0,0.0,,0.0,0.0,100.0,2.0,2.0,100.0,0.0,0.0,,1125.3000000000002,2079.75,3670.5,5261.25,6215.7,,,,,,3670.5,6215.7,0.0,,50.0,0.0,50.0,0.0,nm_inferred,2.0,100.0,,Melsbroek Air Base,50.913419,4.491005
EBOS,18.0,16.0,88.88888888888889,0.0,0.0,900.0,31.5,37.75,56.5,79.0,79.0,,,,,,56.5,79.0,100.0,,88.88888888888889,0.0,0.0,18.0,17.0,94.44444444444444,0.0,0.0,,256.6,268.0,276.0,284.0,293.0,,,,,,276.0,293.0,5.882352941176471,,77.77777777777777,16.666666666666668,0.0,0.0,nm_inferred,18.0,91.66666666666666,,Ostend-Bruges International Airport,51.1998,2.874673
EBSP,1.0,1.0,100.0,0.0,0.0,900.0,5.0,5.0,5.0,5.0,5.0,,,,,,5.0,5.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Spa-La Sauvenière Airfield,50.482006,5.913434
EDAH,5.0,3.0,60.0,0.0,0.0,480.0,65.0,66.5,69.0,174.5,237.8,,,,,,69.0,237.8,100.0,,60.0,0.0,0.0,5.0,3.0,60.0,0.0,0.0,,-328.8,-310.5,-280.0,-106.5,-2.3999999999999915,,,,,,280.0,328.8,66.66666666666667,,60.0,0.0,0.0,0.0,nm_inferred,5.0,60.0,,Heringsdorf Airport,53.8787,14.1523
EDAQ,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,453.0,453.0,453.0,453.0,453.0,,,,,,453.0,453.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Halle-Oppin Airfield,51.552223,12.053889
EDAY,1.0,1.0,100.0,0.0,0.0,600.0,391.0,391.0,391.0,391.0,391.0,,,,,,391.0,391.0,100.0,,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Strausberg Airfield,52.580555,13.916667
EDAZ,4.0,4.0,100.0,0.0,0.0,600.0,28.5,35.25,46.5,391.5,999.0000000000002,,,,,,46.5,999.0000000000002,100.0,,75.0,25.0,0.0,4.0,4.0,100.0,0.0,0.0,,224.2,248.5,262.5,279.0,307.8,,,,,,262.5,307.8,0.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,100.0,,Schönhagen Airfield,52.204631,13.159526
EDBC,1.0,1.0,100.0,0.0,0.0,600.0,34.0,34.0,34.0,34.0,34.0,,,,,,34.0,34.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,507.0,507.0,507.0,507.0,507.0,,,,,,507.0,507.0,0.0,,0.0,100.0,0.0,0.0,nm_inferred,1.0,100.0,,Cochstedt Airport,51.8564,11.4203
EDBM,1.0,1.0,100.0,0.0,0.0,300.0,-101.0,-101.0,-101.0,-101.0,-101.0,,,,,,101.0,101.0,0.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,520.0,520.0,520.0,520.0,520.0,,,,,,520.0,520.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Magdeburg City Airfield,52.073612,11.626389
EDBR,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,203.0,203.0,203.0,203.0,203.0,,,,,,203.0,203.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Rothenburg/Görlitz Airfield,51.363335,14.95
EDDB,869.0,852.0,98.04372842347526,0.0,9.205983889528193,480.0,-550.5,-281.0,-6.0,29.0,54.0,0.0,0.0,0.16778523489932887,0.5494997833707511,0.7380000000000004,63.5,619.9999999999998,47.30046948356807,5.333333333333333,89.29804372842348,7.249712313003452,1.4959723820483315,835.0,814.0,97.48502994011976,0.0,6.946107784431138,307.5,260.0,314.0,439.0,516.75,607.4000000000001,0.7849633531836921,1.0,1.0,1.0,1.0,442.0,616.0,1.3513513513513513,80.70175438596492,91.25748502994011,5.269461077844311,0.9580838323353293,9.205983889528193,nm_inferred,869.0,97.76437918179751,0.5708389925380124,Berlin Brandenburg Airport,52.361738,13.502341
EDDC,45.0,45.0,100.0,0.0,4.444444444444445,300.0,14.0,19.0,39.0,54.0,64.0,0.0044444444444444444,0.011111111111111112,0.022222222222222223,0.03333333333333333,0.04,39.0,64.0,95.55555555555556,0.0,93.33333333333333,4.444444444444445,2.2222222222222223,45.0,45.0,100.0,0.0,4.444444444444445,210.0,267.4,281.0,334.0,400.0,419.2,1.0,1.0,1.0,1.0,1.0,334.0,419.2,0.0,100.0,97.77777777777777,2.2222222222222223,0.0,4.444444444444445,nm_inferred,45.0,100.0,0.5111111111111111,Dresden Airport,51.134123,13.767831
EDDE,14.0,14.0,100.0,0.0,92.85714285714286,510.0,-366.5,-318.5,-226.0,-84.75,-34.49999999999995,0.11777777777777777,0.14074074074074075,0.30256410256410254,0.6844444444444444,0.7307407407407408,226.0,542.5000000000002,7.142857142857143,0.0,100.0,0.0,0.0,15.0,15.0,100.0,0.0,93.33333333333333,300.0,330.6,366.5,510.0,587.0,723.4,0.7814285714285714,1.0,1.0,1.0,1.0,510.0,723.4,0.0,78.57142857142857,100.0,0.0,0.0,93.33333333333333,apdf,15.0,100.0,0.6512820512820513,Erfurt-Weimar Airport,50.978281,10.960713
EDDF,2047.0,2039.0,99.60918417195896,0.0,2.4425989252564726,840.0,-236.99999999999994,14.0,29.0,49.0,64.0,0.0,0.0,0.0,0.008850340096607153,0.026265287014487847,39.0,316.0,84.25698871996076,0.0,89.5456765999023,9.86809965803615,0.19540791402051783,2010.0,1996.0,99.30348258706468,0.0,2.8855721393034823,527.0,241.5,288.0,352.5,605.25,772.5,0.08306585601043062,0.4451601174284252,0.6104126146151709,0.7512273280325967,1.0,375.5,817.5,3.156312625250501,13.461538461538462,89.70149253731343,9.402985074626866,0.19900497512437812,2.8855721393034823,nm_inferred,2047.0,99.45633337951182,0.30354700249112954,Frankfurt Main Airport,50.026706,8.55835
EDDG,58.0,58.0,100.0,0.0,22.413793103448278,300.0,8.100000000000001,14.5,34.0,52.75,64.0,0.0,0.0,0.0,0.0,0.0,34.0,64.0,94.82758620689656,0.0,94.82758620689656,5.172413793103448,0.0,54.0,54.0,100.0,0.0,16.666666666666664,33.0,-741.6999999999991,229.5,266.5,280.75,295.7,0.8,1.0,1.0,1.0,1.0,274.0,850.6000000000022,11.11111111111111,88.88888888888889,88.88888888888889,11.11111111111111,0.0,22.413793103448278,nm_inferred,58.0,100.0,0.5,Münster Osnabrück Airport,52.133816,7.688482
EDDH,537.0,533.0,99.25512104283054,0.0,100.0,557.0,-674.8,-487.0,-251.0,-100.0,-16.0,0.030816027928228563,0.19131832797427653,0.44813278008298757,0.9018518518518519,1.0,263.0,707.0,3.377110694183865,17.26078799249531,92.36499068901304,5.772811918063315,1.1173184357541899,532.0,526.0,98.87218045112782,0.0,100.0,269.5,284.0,402.25,491.0,575.75,654.0,1.0,1.0,1.0,1.0,1.0,499.5,675.5,1.9011406844106464,90.68441064638783,91.9172932330827,5.451127819548872,1.5037593984962405,100.0,apdf,537.0,99.06365074697918,0.7172865998069654,Hamburg Helmut Schmidt Airport,53.630402,9.98823
EDDK,505.0,496.0,98.21782178217822,0.0,99.8019801980198,776.0,-1103.0,-785.75,-498.5,-200.75,1.0,0.0,0.3100061973963513,0.651414309484193,0.9140411530754751,1.0,518.5,1123.5,10.685483870967742,16.565656565656564,91.48514851485149,6.336633663366337,0.39603960396039606,498.0,489.0,98.19277108433735,0.0,99.79919678714859,384.0,332.6,418.0,536.0,681.0,802.4,0.9831914404049701,1.0,1.0,1.0,1.0,539.0,824.9999999999999,2.2494887525562373,90.57377049180327,91.36546184738955,6.42570281124498,0.40160642570281124,99.8019801980198,apdf,505.0,98.20529643325779,0.8108881589850944,Cologne Bonn Airport,50.865898,7.14274
EDDL,757.0,753.0,99.47159841479524,0.0,100.0,705.0,-889.2,-711.0,-540.0,-375.0,-231.39999999999986,0.34734483266991006,0.5326409495548962,0.8699472759226714,0.9755529685681025,1.0,554.0,982.8000000000008,3.187250996015936,32.13811420982736,91.6776750330251,6.869220607661823,0.9247027741083224,750.0,742.0,98.93333333333334,0.0,100.0,231.0,308.40000000000003,429.0,488.0,563.0,646.5999999999999,1.0,1.0,1.0,1.0,1.0,498.0,685.0,3.3692722371967654,92.99191374663073,90.13333333333334,8.0,0.8,100.0,apdf,757.0,99.20246587406429,0.9275169041300914,Düsseldorf Airport,51.289501,6.76678
EDDM,1560.0,1557.0,99.8076923076923,0.0,100.0,780.0,-617.9999999999999,-346.0,-1.0,34.0,54.0,0.0,0.0,0.0015151515151515152,0.45606060606060606,0.725538461538463,69.0,661.0,49.518304431599226,4.752729608220938,93.3974358974359,6.0256410256410255,0.38461538461538464,1543.0,1541.0,99.8703823720026,0.0,100.0,360.0,296.0,321.0,449.0,627.0,734.0,0.6416666666666667,0.9222222222222223,1.0,1.0,1.0,470.0,748.0,1.5574302401038287,73.26411421155095,94.36163318211277,5.119896305897602,0.38885288399222295,100.0,apdf,1560.0,99.83903733984745,0.4999515430427209,Munich Airport,48.353802,11.7861
EDDN,194.0,192.0,98.96907216494846,0.0,98.96907216494846,653.5,-867.3,-639.75,-423.5,-186.0,5.0,0.0,0.3042900721468115,0.7881880024737167,0.905434182244079,1.0,434.5,1044.7000000000005,13.020833333333334,20.0,92.26804123711341,5.670103092783505,1.0309278350515463,195.0,192.0,98.46153846153847,0.0,99.48717948717949,223.0,326.2,437.0,486.0,568.75,647.9,1.0,1.0,1.0,1.0,1.0,495.5,712.0000000000002,2.6041666666666665,96.35416666666667,92.3076923076923,4.102564102564102,2.051282051282051,99.48717948717949,apdf,195.0,98.71530531324346,0.8826076231083595,Nuremberg Airport,49.498699,11.078056
EDDP,253.0,253.0,100.0,0.0,1.5810276679841897,900.0,-1133.0,-846.0,-686.0,-546.0,-306.99999999999994,0.872,0.8871428571428571,0.9436111111111112,0.99375,0.9975,696.0,1141.0,4.3478260869565215,50.0,81.81818181818181,17.391304347826086,0.7905138339920948,256.0,255.0,99.609375,0.0,2.34375,360.0,496.0,559.0,638.0,752.5,938.1999999999999,0.5,1.0,1.0,1.0,1.0,638.0,951.8,0.7843137254901961,83.33333333333333,93.359375,6.25,0.0,2.34375,nm_inferred,256.0,99.8046875,0.9699074978298612,Leipzig/Halle Airport,51.420657,12.232705
EDDR,23.0,17.0,73.91304347826087,0.0,100.0,300.0,16.6,19.0,27.0,49.0,76.0,0.0,0.0,0.0,0.0,0.0,27.0,76.0,100.0,0.0,73.91304347826087,0.0,0.0,22.0,16.0,72.72727272727273,0.0,100.0,302.0,129.5,185.0,221.5,238.5,270.5,0.4295832159954942,0.6130416666666667,0.7174346737599749,0.8184626436781609,1.0,225.5,284.0,6.25,18.75,68.18181818181819,4.545454545454546,0.0,100.0,apdf,23.0,73.32015810276681,0.26301211854244144,Saarbrücken Airport,49.214545,7.109735
EDDS,440.0,423.0,96.13636363636364,1.0,100.0,713.0,-1732.0,-1018.0,-794.0,-669.5,-518.2,0.8831599541897309,0.9385827151185879,1.0,1.0,1.0,801.0,1961.0000000000005,1.6548463356973995,70.14218009478672,91.81818181818181,2.272727272727273,2.0454545454545454,433.0,415.0,95.84295612009238,0.0,100.0,262.0,451.0,502.5,556.0,646.0,774.4000000000001,1.0,1.0,1.0,1.0,1.0,558.0,783.2,0.7228915662650602,97.59036144578313,90.99307159353349,3.0023094688221708,1.8475750577367205,100.0,apdf,440.0,95.98965987822801,0.9598965987822801,Stuttgart Airport,48.689899,9.22196
EDDV,210.0,209.0,99.52380952380952,0.0,99.52380952380952,620.5,-737.6,-531.0,-306.0,-17.0,11.200000000000017,0.0,0.03470095256828144,0.4953723243895086,0.8995392628205128,1.0,325.0,753.6000000000001,18.660287081339714,17.78846153846154,93.33333333333333,4.761904761904762,1.4285714285714286,202.0,201.0,99.5049504950495,1.0,99.00990099009901,364.0,308.0,478.0,596.0,706.0,808.0,0.8562700534759359,1.0,1.0,1.0,1.0,599.0,808.0,1.9900497512437811,86.93467336683418,96.03960396039604,1.9801980198019802,1.4851485148514851,99.52380952380952,apdf,210.0,99.51438000942952,0.7440552487244074,Hannover Airport,52.461102,9.68508
EDDW,88.0,88.0,100.0,0.0,97.72727272727273,540.0,-204.2,-141.0,-84.5,-22.5,5.0,0.0,0.043469268982145454,0.15239759972139624,0.23967296159719892,0.31310736440800224,89.5,249.0999999999999,13.636363636363637,3.488372093023256,94.31818181818181,4.545454545454546,1.1363636363636365,86.0,86.0,100.0,0.0,100.0,209.5,242.5,278.25,288.0,302.75,329.5,0.8807357859531773,1.0,1.0,1.0,1.0,288.5,333.0,1.1627906976744187,88.37209302325581,94.18604651162791,4.651162790697675,1.1627906976744187,100.0,apdf,88.0,100.0,0.5761987998606981,Bremen Airport,53.046786,8.78932
EDFE,1.0,1.0,100.0,0.0,0.0,180.0,-611.0,-611.0,-611.0,-611.0,-611.0,,,,,,611.0,611.0,0.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,857.0,857.0,857.0,857.0,857.0,,,,,,857.0,857.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Frankfurt-Egelsbach Airport,49.96,8.643043
EDFH,74.0,72.0,97.29729729729729,0.0,0.0,690.0,34.0,44.0,54.0,70.25,88.5,,,,,,54.0,88.5,100.0,,93.24324324324324,4.054054054054054,0.0,74.0,72.0,97.29729729729729,0.0,0.0,,173.1,212.5,232.0,244.25,255.8,,,,,,233.5,257.8,2.7777777777777777,,89.1891891891892,8.108108108108109,0.0,0.0,nm_inferred,74.0,97.29729729729729,,Frankfurt-Hahn Airport,49.946353,7.261734
EDFM,12.0,11.0,91.66666666666667,0.0,0.0,300.0,-206.0,-136.0,-121.0,4.5,29.0,,,,,,121.0,206.0,36.36363636363637,,91.66666666666667,0.0,0.0,11.0,10.0,90.9090909090909,0.0,0.0,,286.0,312.75,486.0,586.75,915.5999999999995,,,,,,486.0,915.5999999999995,0.0,,90.9090909090909,0.0,0.0,0.0,nm_inferred,12.0,91.28787878787878,,Mannheim-City Airport,49.473057,8.514167
EDFZ,1.0,1.0,100.0,0.0,0.0,600.0,-541.0,-541.0,-541.0,-541.0,-541.0,,,,,,541.0,541.0,0.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,375.2,393.5,424.0,454.5,472.8,,,,,,424.0,472.8,0.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Mainz-Finthen Airfield,49.967499,8.147222
EDGE,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,272.0,272.0,272.0,272.0,272.0,,,,,,272.0,272.0,0.0,,0.0,0.0,100.0,0.0,nm_inferred,1.0,100.0,,Eisenach-Kindel Airport,50.991604,10.47973
EDGS,3.0,3.0,100.0,0.0,0.0,300.0,-1613.6,-1047.5,-104.0,-47.5,-13.599999999999994,,,,,,104.0,1613.6000000000001,33.333333333333336,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,240.0,294.0,384.0,426.5,452.0,,,,,,384.0,452.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Siegerland Airport,50.707699,8.08297
EDHI,8.0,8.0,100.0,0.0,0.0,300.0,-7970.5,-6488.5,-4493.5,-3246.0,-654.0000000000001,,,,,,4493.5,7970.5,0.0,,100.0,0.0,0.0,7.0,7.0,100.0,0.0,0.0,,419.2,455.0,506.0,554.0,661.6000000000001,,,,,,506.0,661.6000000000001,0.0,,100.0,0.0,0.0,0.0,nm_inferred,8.0,100.0,,Hamburg-Finkenwerder Airport,53.535278,9.835556
EDHL,6.0,6.0,100.0,0.0,0.0,900.0,-1.0,6.0,15.5,34.0,39.0,,,,,,15.5,39.0,83.33333333333333,,100.0,0.0,0.0,6.0,6.0,100.0,0.0,0.0,,88.5,118.75,142.5,183.5,218.5,,,,,,142.5,218.5,0.0,,100.0,0.0,0.0,0.0,nm_inferred,6.0,100.0,,Lübeck Blankensee Airport,53.805401,10.7192
EDJA,102.0,101.0,99.01960784313725,0.0,0.0,600.0,-961.0,-661.0,-511.0,-331.0,-221.0,,,,,,531.0,986.0,1.9801980198019802,,95.09803921568627,0.9803921568627451,2.9411764705882355,104.0,103.0,99.03846153846153,0.0,0.0,,378.6,423.5,539.0,608.5,2017.9999999999998,,,,,,542.0,2033.6,0.970873786407767,,92.3076923076923,3.8461538461538463,2.8846153846153846,0.0,nm_inferred,104.0,99.02903469079939,,Memmingen Allgau Airport,47.988092,10.238248
EDLE,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,0.0,0.0,,386.0,386.0,386.0,386.0,386.0,,,,,,386.0,386.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Essen-Mülheim Airport,51.402302,6.93733
EDLN,8.0,8.0,100.0,0.0,0.0,600.0,-1.7999999999999996,6.75,10.5,13.25,14.6,,,,,,10.5,14.6,87.5,,87.5,0.0,12.5,2.0,2.0,100.0,0.0,0.0,,260.8,263.5,268.0,272.5,275.2,,,,,,268.0,275.2,0.0,,100.0,0.0,0.0,0.0,nm_inferred,8.0,100.0,,Mönchengladbach Airport,51.230278,6.504444
EDLP,34.0,32.0,94.11764705882354,0.0,0.0,480.0,-269.1,-8.0,10.0,22.0,30.900000000000002,,,,,,17.5,424.00000000000034,68.75,,85.29411764705883,8.823529411764707,0.0,37.0,35.0,94.5945945945946,0.0,0.0,,288.2,368.5,442.0,523.5,590.2,,,,,,442.0,590.2,0.0,,91.89189189189189,0.0,2.7027027027027026,0.0,nm_inferred,37.0,94.35612082670906,,Paderborn Lippstadt Airport,51.612527,8.617459
EDLV,68.0,68.0,100.0,0.0,0.0,600.0,-62.5,-46.0,-3.0,4.25,21.900000000000013,,,,,,13.0,66.0,39.705882352941174,,95.58823529411765,4.411764705882353,0.0,69.0,69.0,100.0,0.0,0.0,,269.4,279.0,296.0,383.0,420.0,,,,,,296.0,432.20000000000005,1.4492753623188406,,97.10144927536231,2.898550724637681,0.0,0.0,nm_inferred,69.0,100.0,,Weeze (Niederrhein) Airport,51.601362,6.141228
EDLW,87.0,86.0,98.85057471264368,0.0,0.0,900.0,-1621.5,-816.25,-670.0,-590.0,-506.5,,,,,,670.0,1621.5,1.1627906976744187,,94.25287356321839,3.4482758620689653,1.1494252873563218,87.0,86.0,98.85057471264368,0.0,0.0,,489.0,547.25,603.0,723.5,882.0,,,,,,610.5,898.0,2.3255813953488373,,90.80459770114942,5.747126436781609,2.2988505747126435,0.0,nm_inferred,87.0,98.85057471264368,,Dortmund Airport,51.518299,7.61224
EDMA,13.0,13.0,100.0,0.0,0.0,120.0,-142.0,-101.0,-96.0,-56.0,-27.999999999999993,,,,,,96.0,142.0,0.0,,84.61538461538461,7.6923076923076925,7.6923076923076925,11.0,11.0,100.0,0.0,0.0,,293.0,296.5,306.0,313.5,321.0,,,,,,306.0,321.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,13.0,100.0,,Augsburg Airport,48.425278,10.931667
EDMO,31.0,31.0,100.0,0.0,0.0,300.0,-4986.0,-403.5,-161.0,-91.0,-21.0,,,,,,161.0,4986.0,9.67741935483871,,87.09677419354838,0.0,12.903225806451612,22.0,22.0,100.0,0.0,0.0,,475.7,512.25,548.0,691.75,3334.700000000001,,,,,,548.0,3334.700000000001,0.0,,77.27272727272727,0.0,22.727272727272727,0.0,nm_inferred,31.0,100.0,,Oberpfaffenhofen Airport,48.081402,11.2831
EDMS,1.0,1.0,100.0,0.0,0.0,300.0,34.0,34.0,34.0,34.0,34.0,,,,,,34.0,34.0,100.0,,100.0,0.0,0.0,2.0,2.0,100.0,0.0,0.0,,293.7,294.75,296.5,298.25,299.3,,,,,,296.5,299.3,0.0,,100.0,0.0,0.0,0.0,nm_inferred,2.0,100.0,,Straubing Airport,48.900833,12.516667
EDMV,1.0,1.0,100.0,0.0,0.0,300.0,-11.0,-11.0,-11.0,-11.0,-11.0,,,,,,11.0,11.0,0.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,191.0,191.0,191.0,191.0,191.0,,,,,,191.0,191.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Vilshofen Airfield,48.634998,13.195556
EDNY,15.0,13.0,86.66666666666667,0.0,0.0,480.0,-713.0,-456.0,49.0,209.0,355.0,,,,,,339.0,713.0000000000001,53.84615384615385,,80.0,0.0,6.666666666666667,15.0,12.0,80.0,0.0,0.0,,619.2,625.5,657.0,675.5,690.8,,,,,,657.0,690.8,0.0,,66.66666666666667,6.666666666666667,6.666666666666667,0.0,nm_inferred,15.0,83.33333333333334,,Bodensee Airport Friedrichshafen,47.671299,9.51149
EDQG,4.0,4.0,100.0,0.0,0.0,600.0,37.0,41.5,54.0,65.25,67.5,,,,,,54.0,67.5,100.0,,100.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,,199.6,245.5,285.5,302.75,307.7,,,,,,285.5,307.7,0.0,,100.0,0.0,0.0,0.0,nm_inferred,4.0,100.0,,Giebelstadt Airport,49.6480560303,9.966388702390002
EDQM,1.0,1.0,100.0,0.0,0.0,780.0,89.0,89.0,89.0,89.0,89.0,,,,,,89.0,89.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,224.0,224.0,224.0,224.0,224.0,,,,,,224.0,224.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Hof-Plauen Airport,50.288544,11.852876
EDRY,7.0,7.0,100.0,0.0,0.0,300.0,-4765.0,-2393.5,-256.0,-113.5,-69.99999999999997,,,,,,256.0,4765.000000000001,0.0,,71.42857142857143,0.0,28.571428571428573,6.0,6.0,100.0,0.0,0.0,,419.0,473.5,537.0,3926.75,6075.5,,,,,,537.0,6075.5,0.0,,33.333333333333336,16.666666666666668,50.0,0.0,nm_inferred,7.0,100.0,,Speyer Airfield,49.304722,8.451389
EDRZ,1.0,1.0,100.0,0.0,0.0,600.0,84.0,84.0,84.0,84.0,84.0,,,,,,84.0,84.0,100.0,,100.0,0.0,0.0,4.0,4.0,100.0,0.0,0.0,,98.5,100.75,114.0,137.75,158.9,,,,,,114.0,158.9,0.0,,75.0,25.0,0.0,0.0,nm_inferred,4.0,100.0,,Zweibrücken Airport,49.2094,7.40056
EDSB,81.0,76.0,93.82716049382717,0.0,0.0,780.0,-8.5,3.0,8.0,16.0,23.0,,,,,,10.5,23.0,81.57894736842105,,90.12345679012346,2.4691358024691357,1.2345679012345678,85.0,78.0,91.76470588235294,0.0,0.0,,194.4,249.5,271.5,288.0,296.3,,,,,,272.5,297.0,2.5641025641025643,,89.41176470588235,2.3529411764705883,0.0,0.0,nm_inferred,85.0,92.79593318809006,,Karlsruhe Baden-Baden Airport,48.7794,8.0805
EDTD,1.0,1.0,100.0,0.0,0.0,300.0,-6886.0,-6886.0,-6886.0,-6886.0,-6886.0,,,,,,6886.0,6886.0,0.0,,0.0,0.0,100.0,1.0,1.0,100.0,0.0,0.0,,4711.0,4711.0,4711.0,4711.0,4711.0,,,,,,4711.0,4711.0,0.0,,0.0,0.0,100.0,0.0,nm_inferred,1.0,100.0,,Donaueschingen-Villingen Airfield,47.973331,8.522222
EDTF,1.0,1.0,100.0,0.0,0.0,300.0,59.0,59.0,59.0,59.0,59.0,,,,,,59.0,59.0,100.0,,100.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,,188.0,188.0,188.0,188.0,188.0,,,,,,188.0,188.0,0.0,,100.0,0.0,0.0,0.0,nm_inferred,1.0,100.0,,Freiburg im Breisgau Airfield,48.022778,7.8325
EDTL,7.0,7.0,100.0,0.0,0.0,360.0,-21.4,-18.5,-4.0,0.0,3.8000000000000007,,,,,,5.0,21.4,28.571428571428573,,71.42857142857143,28.571428571428573,0.0,7.0,7.0,100.0,0.0,0.0,,244.6,259.0,274.0,280.0,294.6,,,,,,274.0,294.6,0.0,,85.71428571428571,0.0,14.285714285714286,0.0,nm_inferred,7.0,100.0,,Lahr Airport,48.369301,7.82772
EDTM,3.0,3.0,100.0,0.0,0.0,300.0,20.0,29.0,44.0,184.0,268.0,,,,,,44.0,268.0,100.0,,100.0,0.0,0.0,3.0,3.0,100.0,0.0,0.0,,66.4,160.0,316.0,430.0,498.40000000000003,,,,,,316.0,498.40000000000003,0.0,,100.0,0.0,0.0,0.0,nm_inferred,3.0,100.0,,Mengen-Hohentengen Airfield,48.05389,9.372778
EDTY,9.0,9.0,100.0,0.0,0.0,300.0,-2.9999999999999996,-1.0,9.0,29.0,32.0,,,,,,11.0,32.0,55.55555555555556,,100.0,0.0,0.0,7.0,7.0,100.0,0.0,0.0,,116.60000000000002,203.0,216.0,220.5,230.0,,,,,,216.0,230.0,14.285714285714286,,85.71428571428571,0.0,14.285714285714286,0.0,nm_inferred,9.0,100.0,,Adolf Würth Airport,49.118332,9.783889
EDVE,14.0,14.0,100.0,0.0,0.0,180.0,-6.5,0.75,9.0,17.75,39.0,,,,,,10.0,39.0,78.57142857142857,,100.0,0.0,0.0,16.0,16.0,100.0,0.0,0.0,,51.5,192.75,320.0,383.0,430.5,,,,,,321.5,453.5,6.25,,81.25,6.25,12.5,0.0,nm_inferred,16.0,100.0,,Braunschweig-Wolfsburg Airport,52.319199,10.5561
EDVK,6.0,4.0,66.66666666666667,0.0,0.0,300.0,-5.1,-3.75,15.5,41.5,55.00000000000001,,,,,,20.0,55.00000000000001,50.0,,66.66666666666667,0.0,0.0,6.0,4.0,66.66666666666667,0.0,0.0,,241.3,250.75,266.0,276.25,276.7,,,,,,266.0,276.7,0.0,,66.66666666666667,0.0,0.0,0.0,nm_inferred,6.0,66.66666666666667,,Kassel Airport,51.418395,9.391638
EDWF,1.0,1.0,100.0,0.0,0.0,600.0,206.0,206.0,206.0,206.0,206.0,,,,,,206.0,206.0,100.0,,0.0,0.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,nm_inferred,1.0,100.0,,Flugplatz Leer-Papenburg,53.271942,7.441667
